,title,platform,summary,release_date,developer,genre,rating,meta_overview,meta_pos,meta_mixed,meta_neg,user_overview,user_pos,user_mixed,user_neg,genre_action,genre_adventure,genre_fighting,genre_platform,genre_puzzle,genre_racing,genre_roleplay,genre_shooter,genre_simulation,genre_sports,genre_strategy,genre_misc
36,Brigandine: The Legend of Runersia,Switch,"An Endless Fantasy WarGrand Strategy Simulation. Conquer the continent in this grand strategy simulation gameThe continent of Runersia is home to six major powers with more than 40 bases, 100 knights, and 50 types of monsters.Select a ruler, compose your platoons of knights and monsters, and march to claim enemy bases.The player chooses how they will battle, so devise the best strategy to lead your nation toward continental conquest. How will your legend unfold? Simple yet deep war simulation game with unit growth and map-based platoon battlesTime passes on Runersia in seasons, each one consisting of an Organization Phase and an Attack phase.During the Organization Phase, knights and monsters with various classes and skills are organized into platoons in preparation for the upcoming battles. During the Attack Phase, turn-based platoon battles take place on a map made up of hexagonal spaces. Make use of unit skills, elements, enclosure effects, terrain advantages, and other battle tactics to lead your side to victory!All nations, knights, and monsters in the game will continue to battle and grow as you do.The game is also packed with other ways to grow your armies such as class changes, equipment, and various items.",25-Jun-20,"Matrix Software, Happinet Corporation","['Role-Playing', 'General', 'Strategy', 'Turn-Based', 'Tactics']",T,Generally favorable reviews,17,13,0,Generally favorable reviews,46,4,6,0,0,0,0,0,0,1,0,0,0,1,0
37,Broken Sword 5 - The Serpent's Curse,Switch,"Paris in the spring. Shots ring out from a gallery. A robbery... a murder... and the beginning of another epic Broken Sword adventure. From multi-award winning Revolution comes the latest mystery in this much loved adventure-puzzle series. Playing as intrepid American George Stobbart and sassy French journalist Nico Collard, you find yourself on the trail of a stolen painting - and a murderous conspiracy. A conspiracy whose roots lie in mysteries older than the written word...",21-Sep-18,Ravenscourt,"['Adventure', 'General']",T,Generally favorable reviews,13,7,0,Generally favorable reviews,12,4,2,0,1,0,0,0,0,0,0,0,0,0,0
38,Brothers: A Tale of Two Sons,Switch,"Guide two brothers on an epic fairy tale journey from visionary Swedish film director, Josef Fares and top-tier developer Starbreeze Studios. Control both brothers at once as you experience co-op play in single player mode, like never before. Solve puzzles, explore the varied locations and fight boss battles, controlling one brother with each thumb stick. This is one journey you will never forget.",28-May-19,Turn Me Up Games,"['Action Adventure', 'Linear']",T,Generally favorable reviews,13,5,0,Generally favorable reviews,18,2,3,1,1,0,0,0,0,0,0,0,0,0,0
39,Bubble Bobble 4 Friends,Switch,"
The classic platforming franchise Bubble Bobble is  back. Bubble Bobble 4 Friends recreates the old bubble-based challenge with co-op for up to 4 players, exclusively on Nintendo Switch. 
",19-Nov-19,"Taito Corporation, ININ Games","['Action', 'Platformer', '2D']",E,Mixed or average reviews,13,23,2,Mixed or average reviews,6,6,3,1,0,0,1,0,0,0,0,0,0,0,0
40,Burnout Paradise Remastered,Switch,"Welcome back to Paradise City! Make action your middle name as you rule the streets in Burnout Paradise Remastered. Tear up the town from hectic downtown avenues to wild mountain roads. Relive the high-octane stunts and wanton destruction of one of the greatest arcade-driving games ever!Burnout Paradise Remastered provides the ultimate driving playground for you and your friends to play online. This remaster includes all DLC from the Year of Paradise, including the Big Surf Island update, meticulously recreated and ready to wreck in 4K on the PlayStation 4 Pro and Xbox One X.",19-Jun-20,STELLAR ENTERTAINMENT SOFTWARE LTD,"['Racing', 'Arcade', 'Automobile']",E10+,Generally favorable reviews,25,10,0,Generally favorable reviews,40,7,7,0,0,0,0,0,1,0,0,0,0,0,0
41,"Bury me, my Love",Switch,"Bury me, my Love tells the story of Syrian refugee Nour and her husband Majd, as Nour undertakes a perilous journey to safety in Europe. Bury me, my Love is a Text Messaging Adventure game about Nour, a Syrian migrant trying to find her way to Europe. Her husband Majd, who remains behind in Syria, communicates with Nour through a messaging app, advising her as best he can so that she reaches her destination safely. ",10-Jan-19,Plug In Digital,"['Adventure', 'Visual Novel']",E10+,Mixed or average reviews,9,7,1,Generally unfavorable reviews,12,5,13,0,1,0,0,0,0,0,0,0,0,0,0
42,Cadence of Hyrule: Crypt of the NecroDancer Featuring The Legend of Zelda,Switch,"In the latest rhythmic action-adventure from Brace Yourself Games, you can enjoy the gameplay of Crypt of the Necrodancer in the setting of The Legend of Zelda series. As Linkor even as Princess Zeldayou'll explore the randomly generated overworld and dungeons on a quest to save Hyrule. Every beat of each remixed, The Legend of Zelda tune is a chance to move, attack, defend, and more, so stay one step ahead of each enemy and bossor face the music. From modern-looking Lynels to the Hyrulean Soldiers of old, you must master the instinctive movements of each pixel-art enemy, and strategically outstep them in rhythmic combat. So equip yourself with an arsenal of iconic Legend of Zelda items, as well as the spells and weapons from Crypt of the Necrodancer. You must be prepared to face Hyrule's most wicked bosses, which have been transformed by magic, granting them mighty, new forms! * A rhythmic action-adventure game in the world of the Legend of Zelda series* Explore the randomly generated overworld and dungeons to save Hyrule as Link or Princess Zelda Use items from the Legend of Zelda series, plus spells and weapons from the Crypt of the Necrodancer game* Outstep legendary enemies and bosses in rhythmic combat* Keep the beat with 25 remixed classic Legend of Zelda tunes",13-Jun-19,Brace Yourself Games,"['Action', 'Rhythm', 'Music']",E,Generally favorable reviews,64,1,0,Generally favorable reviews,234,14,42,1,0,0,0,0,0,0,0,0,0,0,0
43,Capcom Beat 'Em Up Bundle,Switch,"
Relive the glory days of cooperative arcade games with the Capcom Beat ‘Em Up Bundle. This comprehensive collection includes seven classic games, each with various multiplayer options, online capabilities and detailed galleries.
",18-Sep-18,Capcom,"['Miscellaneous', 'Compilation']",T,Generally favorable reviews,18,6,0,Generally favorable reviews,19,5,4,0,0,0,0,0,0,0,0,0,0,0,1
44,Captain Toad: Treasure Tracker,Switch,"
The intrepid Captain Toad sets off on his own adventure for the very first time through a wide variety of tricky, enemy-infested, maze-like stages to find hidden gems and nab elusive gold stars.
",13-Jul-18,"Nintendo EAD Tokyo , Nintendo Software Technology","['Puzzle', 'Action', 'Platformer', '3D']",E,Generally favorable reviews,59,7,0,Generally favorable reviews,168,32,21,1,0,0,1,1,0,0,0,0,0,0,0
45,Carrion,Switch,"In Carrion you’ll assume the role of an amorphous creature of unknown origin. Players will stalk and consume those that have imprisoned it to spread fear and panic throughout the facility. It will grow and evolve as you tear down the facility and acquire additional devastating abilities on the path to retribution that include a web-like ranged attack, the ability to bend light to become temporarily invisible, and even possess humans for maximum terror.",23-Jul-20,Phobia Game Studio,"['Action', 'Platformer', '2D']",M,Generally favorable reviews,21,7,0,Generally favorable reviews,18,5,2,1,0,0,1,0,0,0,0,0,0,0,0
46,Castle of Heart,Switch,"
A classic action platformer at the genre's best… and most challenging, with plentiful of new twists on formula to experience. The players take control over a cursed knight, turned to stone by the evil sorcerer's spell, but ready to prove that love and courage can conquer even the darkest magic.
",23-Mar-18,7Levels,"['Action Adventure', 'General']",T,Mixed or average reviews,2,14,10,Mixed or average reviews,30,6,11,1,1,0,0,0,0,0,0,0,0,0,0
47,Castlevania Anniversary Collection,Switch,"Classics that defined the Castlevania series.This KONAMI Castlevania Collection is designed to be a collection around the origins of the historic franchise.Included is a unique eBook that has details provided by developers, artists and other inspired by the Castlevania legacy.Released as part of the KONAMI 50th Anniversary celebration, now the best time to relive these timeless classics that helped define the platformer genre. Game List:Castlevania (1987/US, 1988/EU)Enter At Your Own Risk! If you think it's scary on the outside, wait till you see the basement.You're in for the longest night of your life. Ghosts, goblins, demons, wolves, bats creatures lurking around every corner. Better pick up a weapon or two, because when you finally meet the Count, you know he'll be going for the jugular. Castlevania Simon's Quest1988/US, 1990/EU) NESThis title tells the tale of Simon's subsequent adventures following the events in Castlevania.Unlike the previous installment, this one was developed as an action RPG. It maintains the action elements of its predecessor but mainly focuses on exploration and puzzle solving within a far more expansive game world. Castlevania Dracula's Curse (1990/US, 1992/EU) NESLed by the immortal Count Dracula, the greatest army of evil ever assembled is poised to bury mankind in a tomb of terror. Destroying His legions will be the supreme challenge for the mightiest warrior.100 years before Simon Belmont's birth, Dracula is young at heart and it will take more than a stake to penetrate his evil. Luckily, you command the role of Trevor - Simon's forefather and the original vampire slayer. Super Castlevania (1991/US, 1992/EU) SNESA century of Transylvanian tranquility is about to come to a shocking end. Once again the mortifying screams of helpless villagers shake the ground as they shrink from new horrors unleashed by the Duke of Darkness, Count Dracula. And this time he has a tombstone with your name on it, Simon Belmont. Castlevania The Adventure (1989/US, 1991/EU) GBThis is the first title in the series to be released on the Game Boy handheld game console.The variety of power-ups available for the whip added depth to the strategy of the gameplay. Castlevania Belmont's Revenge (1991/US, 1992/EU) GBFifteen years after vanquishing the evil Count Dracula, Christopher Belmont now faces a vampire swearing vengeance. Drac's back. And he's turned your son, Soleil Belmont, into a deadly demon to do his dirty deeds. To rescue him from the Count's clutches, you must first track him down through four creep packed castles. Castlevania Bloodlines (1994) GENUnlike the medieval setting of the other titles, this installment takes place during World War I. It introduces new elements to the series, such as the ability to choose one of two characters when starting the game.Huge bosses with dynamic, multi-jointed limbs that move erratically are just one of the many examples of the cutting-edge effects the game had for the time. Kid Dracula (1990/Japan exclusive) NESWith its laugh-inducing content and world full of gags, this spinoff is unlike anything else in the series. Players take control of Dracula's son (or so he says...), Kid Dracula, as he goes on a hilarious adventure filled with laughs that also satisfies as a full-fledged action game.",16-May-19,"Konami, M2","['Miscellaneous', 'Compilation']",T,Generally favorable reviews,15,2,0,Generally favorable reviews,35,3,3,0,0,0,0,0,0,0,0,0,0,0,1
